Humidity	OrigTemp	SensorReadings	Error
66	10.8	17.15294118	6.352941176
71	10.4	3.458823529	6.941176471
71	10.2	10.2	6.941176471
70	10.2	10.2	6.823529412
72	9.6	9.6	7.058823529
72	9.6	2.541176471	7.058823529
71	9.9	9.9	6.941176471
72	9.9	2.841176471	7.058823529
74	9.5	2.205882353	7.294117647
73	9.3	16.47647059	7.176470588
74	9.1	9.1	7.294117647
80	8.2	8.2	8
83	8.1	8.1	8.352941176
84	8.1	-0.370588235	8.470588235
83	8.3	16.65294118	8.352941176
62	8.6	8.6	5.882352941
51	10.2	5.611764706	4.588235294
45	11.1	11.1	3.882352941
37	11.2	8.258823529	2.941176471
28	11.3	11.3	1.882352941
29	10.8	10.8	2
28	10	8.117647059	1.882352941
32	8.5	10.85294118	2.352941176
33	7.1	7.1	2.470588235
35	6.1	8.805882353	2.705882353
34	5.5	5.5	2.588235294
34	5.1	2.511764706	2.588235294
34	4.9	4.9	2.588235294
35	4.6	1.894117647	2.705882353
40	3.9	7.194117647	3.294117647
39	3.7	0.523529412	3.176470588
43	3.2	6.847058824	3.647058824
52	2.6	7.305882353	4.705882353
52	2.6	7.305882353	4.705882353
54	2.7	-2.241176471	4.941176471
50	5.1	5.1	4.470588235
45	7.2	3.317647059	3.882352941
41	7.5	4.088235294	3.411764706
36	8.8	5.976470588	2.823529412
36	8.9	6.076470588	2.823529412
30	10.7	8.582352941	2.117647059
27	11.8	13.56470588	1.764705882
24	12.3	10.88823529	1.411764706
28	12.1	13.98235294	1.882352941
28	11.7	11.7	1.882352941
32	10.4	12.75294118	2.352941176
35	8.5	5.794117647	2.705882353
40	7.5	10.79411765	3.294117647
38	7	3.941176471	3.058823529
40	6.7	6.7	3.294117647
45	6.8	2.917647059	3.882352941
47	6.5	6.5	4.117647059
54	5.8	0.858823529	4.941176471
63	5.2	-0.8	6
64	4.5	10.61764706	6.117647059
66	4.1	10.45294118	6.352941176
62	3.8	-2.082352941	5.882352941
64	3.3	9.417647059	6.117647059
60	3.6	3.6	5.647058824
57	5.8	0.505882353	5.294117647
47	7.8	3.682352941	4.117647059
38	9.5	6.441176471	3.058823529
29	11.2	9.2	2
24	13.1	11.68823529	1.411764706
22	13.7	14.87647059	1.176470588
21	14.8	13.74117647	1.058823529
23	14.8	13.50588235	1.294117647
24	14.2	12.78823529	1.411764706
30	12.6	14.71764706	2.117647059
32	12	12	2.352941176
34	11.2	8.611764706	2.588235294
36	10	7.176470588	2.823529412
39	9.3	6.123529412	3.176470588
45	8.7	4.817647059	3.882352941
49	8.2	12.55294118	4.352941176
55	7.6	7.6	5.058823529
59	7.2	1.670588235	5.529411765
60	6.9	6.9	5.647058824
63	6.7	0.7	6
63	6.3	12.3	6
63	5.7	-0.3	6
65	5.6	-0.635294118	6.235294118
62	5.8	5.8	5.882352941
51	8.3	3.711764706	4.588235294
51	10	10	4.588235294
51	11.6	7.011764706	4.588235294
50	12.7	8.229411765	4.470588235
42	14.1	10.57058824	3.529411765
33	15.6	18.07058824	2.470588235
31	15.8	18.03529412	2.235294118
29	16.3	14.3	2
28	16.7	18.58235294	1.882352941
36	15.8	18.62352941	2.823529412
42	15	11.47058824	3.529411765
51	13.3	8.711764706	4.588235294
50	13	17.47058824	4.470588235
52	12.5	17.20588235	4.705882353
54	11.9	11.9	4.941176471
55	11.4	16.45882353	5.058823529
59	11	5.470588235	5.529411765
60	10.8	10.8	5.647058824
60	10.7	16.34705882	5.647058824
59	10.7	16.22941176	5.529411765
58	10.8	16.21176471	5.411764706
59	10.7	16.22941176	5.529411765
59	10.9	5.370588235	5.529411765
60	11	16.64705882	5.647058824
57	11.5	6.205882353	5.294117647
54	12.2	17.14117647	4.941176471
46	13.4	13.4	4
58	12.7	12.7	5.411764706
45	11.8	11.8	3.882352941
49	11.7	16.05294118	4.352941176
52	11.7	16.40588235	4.705882353
54	11.5	11.5	4.941176471
67	10.6	4.129411765	6.470588235
73	9.8	2.623529412	7.176470588
74	9.9	17.19411765	7.294117647
75	9.7	17.11176471	7.411764706
77	9.4	9.4	7.647058824
75	9.6	2.188235294	7.411764706
82	9	9	8.235294118
82	8.8	0.564705882	8.235294118
78	9.1	9.1	7.764705882
80	8.6	0.6	8
79	8.1	0.217647059	7.882352941
78	8	8	7.764705882
79	7.7	15.58235294	7.882352941
80	7.5	15.5	8
80	7	-1	8
69	7.9	7.9	6.705882353
46	11	7	4
44	12.2	8.435294118	3.764705882
37	14.1	17.04117647	2.941176471
27	15.8	17.56470588	1.764705882
24	17.3	15.88823529	1.411764706
28	18.1	18.1	1.882352941
29	19.3	17.3	2
36	19.3	22.12352941	2.823529412
42	18.8	18.8	3.529411765
47	17.9	17.9	4.117647059
58	16.4	16.4	5.411764706
68	15	21.58823529	6.588235294
54	14.3	9.358823529	4.941176471
53	14.4	9.576470588	4.823529412
34	14.7	17.28823529	2.588235294
34	14.2	14.2	2.588235294
33	14.1	11.62941176	2.470588235
41	13.3	13.3	3.411764706
42	12.9	9.370588235	3.529411765
43	12.6	8.952941176	3.647058824
40	12.5	15.79411765	3.294117647
38	12.3	9.241176471	3.058823529
38	12.1	9.041176471	3.058823529
40	12	12	3.294117647
42	12.6	16.12941176	3.529411765
47	12.4	8.282352941	4.117647059
52	12.2	7.494117647	4.705882353
51	12.6	12.6	4.588235294
42	15.2	18.72941176	3.529411765
40	15.7	12.40588235	3.294117647
37	17.7	14.75882353	2.941176471
36	17.5	17.5	2.823529412
37	17.5	14.55882353	2.941176471
40	16.6	19.89411765	3.294117647
50	15.4	10.92941176	4.470588235
50	14.3	18.77058824	4.470588235
57	11.9	11.9	5.294117647
81	10.7	18.81764706	8.117647059
90	10.5	1.323529412	9.176470588
91	10.8	10.8	9.294117647
92	9.6	0.188235294	9.411764706
91	7.7	16.99411765	9.294117647
94	6.9	16.54705882	9.647058824
90	6.6	15.77647059	9.176470588
84	6.2	14.67058824	8.470588235
83	5.6	5.6	8.352941176
66	4.6	4.6	6.352941176
67	3.9	-2.570588235	6.470588235
64	4	10.11764706	6.117647059
63	3.8	-2.2	6
55	4.2	9.258823529	5.058823529
42	4.6	1.070588235	3.529411765
43	4.4	8.047058824	3.647058824
38	5.2	2.141176471	3.058823529
34	5.9	3.311764706	2.588235294
37	5.2	2.258823529	2.941176471
33	5.9	8.370588235	2.470588235
31	5	2.764705882	2.235294118
28	4.9	4.9	1.882352941
31	4.3	2.064705882	2.235294118
30	3.5	5.617647059	2.117647059
33	3.1	5.570588235	2.470588235
35	2.8	5.505882353	2.705882353
40	2.6	-0.694117647	3.294117647
41	2.4	-1.011764706	3.411764706
42	2.2	2.2	3.529411765
41	2	2	3.411764706
41	1.8	1.8	3.411764706
42	1.4	-2.129411765	3.529411765
43	1.2	4.847058824	3.647058824
40	1.2	4.494117647	3.294117647
38	1.5	1.5	3.058823529
34	2.6	0.011764706	2.588235294
29	3.7	5.7	2
27	4.5	6.264705882	1.764705882
22	5.5	6.676470588	1.176470588
23	5.7	4.405882353	1.294117647
25	5.8	7.329411765	1.529411765
25	6.1	6.1	1.529411765
25	6	7.529411765	1.529411765
26	6.1	6.1	1.647058824
25	5.8	5.8	1.529411765
20	5.3	5.3	0.941176471
20	4.9	5.841176471	0.941176471
25	4.7	6.229411765	1.529411765
25	4.5	2.970588235	1.529411765
27	4.1	5.864705882	1.764705882
28	3.7	1.817647059	1.882352941
27	3.5	3.5	1.764705882
28	3.3	5.182352941	1.882352941
32	2.6	2.6	2.352941176
31	2.6	4.835294118	2.235294118
34	2.3	-0.288235294	2.588235294
38	2	2	3.058823529
38	1.7	1.7	3.058823529
33	2.2	2.2	2.470588235
30	3.9	3.9	2.117647059
29	6.6	8.6	2
23	8.4	9.694117647	1.294117647
14	10.2	10.43529412	0.235294118
14	10.4	10.16470588	0.235294118
15	12	12.35294118	0.352941176
15	11.9	11.54705882	0.352941176
16	11.8	12.27058824	0.470588235
18	12.4	11.69411765	0.705882353
24	11.1	9.688235294	1.411764706
28	9.4	7.517647059	1.882352941
36	8.1	10.92352941	2.823529412
41	7.3	7.3	3.411764706
48	7	7	4.235294118
53	6.6	6.6	4.823529412
57	6.3	6.3	5.294117647
68	6.1	6.1	6.588235294
69	6	-0.705882353	6.705882353
65	5.8	-0.435294118	6.235294118
61	6	0.235294118	5.764705882
66	5.6	-0.752941176	6.352941176
66	4.8	4.8	6.352941176
68	4.1	-2.488235294	6.588235294
64	4.5	-1.617647059	6.117647059
61	5.8	11.56470588	5.764705882
50	6.9	6.9	4.470588235
41	9	12.41176471	3.411764706
36	10.5	7.676470588	2.823529412
28	11.6	11.6	1.882352941
23	12	13.29411765	1.294117647
19	12.8	12.8	0.823529412
22	12.8	12.8	1.176470588
22	11.9	10.72352941	1.176470588
18	11	11	0.705882353
21	9.6	9.6	1.058823529
24	8.8	7.388235294	1.411764706
28	7.8	9.682352941	1.882352941
34	7	7	2.588235294
34	6.5	6.5	2.588235294
35	6.1	3.394117647	2.705882353
34	5.7	8.288235294	2.588235294
45	5.2	5.2	3.882352941
52	4.6	-0.105882353	4.705882353
51	4.1	4.1	4.588235294
56	4.4	-0.776470588	5.176470588
67	4.2	10.67058824	6.470588235
76	4.5	12.02941176	7.529411765
77	4.9	-2.747058824	7.647058824
73	5.7	5.7	7.176470588
69	6.6	-0.105882353	6.705882353
68	7.5	7.5	6.588235294
61	8.5	2.735294118	5.764705882
61	8.7	2.935294118	5.764705882
58	9.7	4.288235294	5.411764706
53	10.6	15.42352941	4.823529412
55	10.6	10.6	5.058823529
50	11.4	15.87058824	4.470588235
47	11.9	7.782352941	4.117647059
50	11.5	15.97058824	4.470588235
56	10.2	5.023529412	5.176470588
64	9	2.882352941	6.117647059
71	7.7	0.758823529	6.941176471
74	7.3	0.005882353	7.294117647
74	6.9	14.19411765	7.294117647
74	6.7	-0.594117647	7.294117647
75	6.4	-1.011764706	7.411764706
77	6.4	6.4	7.647058824
76	6.3	13.82941176	7.529411765
76	6.4	13.92941176	7.529411765
74	6.6	13.89411765	7.294117647
72	6.9	6.9	7.058823529
68	7.5	7.5	6.588235294
63	8.6	14.6	6
57	10	4.705882353	5.294117647
54	10.7	5.758823529	4.941176471
42	13.7	10.17058824	3.529411765
37	14.7	11.75882353	2.941176471
30	16.1	13.98235294	2.117647059
23	16.9	16.9	1.294117647
30	16.8	18.91764706	2.117647059
29	16.1	16.1	2
35	15.4	18.10588235	2.705882353
53	14.2	14.2	4.823529412
51	14.2	9.611764706	4.588235294
57	14	14	5.294117647
57	13.7	18.99411765	5.294117647
51	13.8	18.38823529	4.588235294
53	13.8	8.976470588	4.823529412
52	13.6	8.894117647	4.705882353
50	13.5	13.5	4.470588235
49	13.3	13.3	4.352941176
52	13	8.294117647	4.705882353
55	12.8	12.8	5.058823529
54	12.7	7.758823529	4.941176471
52	13	8.294117647	4.705882353
51	13.2	13.2	4.588235294
50	13.5	9.029411765	4.470588235
47	13.9	9.782352941	4.117647059
55	13.7	8.641176471	5.058823529
56	14.1	8.923529412	5.176470588
56	14.5	19.67647059	5.176470588
49	15.6	11.24705882	4.352941176
51	15.9	20.48823529	4.588235294
50	16.8	16.8	4.470588235
48	17.3	13.06470588	4.235294118
50	17.3	17.3	4.470588235
54	17	12.05882353	4.941176471
63	16.5	22.5	6
63	15.6	9.6	6
68	14.8	14.8	6.588235294
63	15.1	21.1	6
66	14.7	21.05294118	6.352941176
66	14.4	14.4	6.352941176
69	14.3	7.594117647	6.705882353
71	14	7.058823529	6.941176471
74	14	21.29411765	7.294117647
72	13.8	6.741176471	7.058823529
76	13.3	13.3	7.529411765
75	13.5	20.91176471	7.411764706
73	13.9	21.07647059	7.176470588
70	14.7	7.876470588	6.823529412
67	15.8	15.8	6.470588235
57	17.3	22.59411765	5.294117647
58	18.5	13.08823529	5.411764706
56	19	19	5.176470588
58	19	13.58823529	5.411764706
56	20.3	15.12352941	5.176470588
53	20.6	15.77647059	4.823529412
57	20.1	20.1	5.294117647
55	20.5	25.55882353	5.058823529
57	19.8	25.09411765	5.294117647
70	17.9	11.07647059	6.823529412
77	16.4	24.04705882	7.647058824
78	16.4	16.4	7.764705882
80	16	16	8
82	15.6	15.6	8.235294118
84	15.4	6.929411765	8.470588235
85	14.9	14.9	8.588235294
86	14.4	14.4	8.705882353
81	14.4	14.4	8.117647059
73	14.1	21.27647059	7.176470588
72	13.8	13.8	7.058823529
74	13.1	13.1	7.294117647
69	13.3	6.594117647	6.705882353
64	13.7	7.582352941	6.117647059
59	14.6	20.12941176	5.529411765
55	16	10.94117647	5.058823529
53	16.5	21.32352941	4.823529412
51	16.7	21.28823529	4.588235294
46	17.5	17.5	4
44	17.6	21.36470588	3.764705882
42	17.6	14.07058824	3.529411765
43	16.7	13.05294118	3.647058824
55	15.4	20.45882353	5.058823529
76	13.7	13.7	7.529411765
87	12.9	4.076470588	8.823529412
88	12.3	12.3	8.941176471
87	11.7	11.7	8.823529412
84	11.9	11.9	8.470588235
85	11.8	11.8	8.588235294
89	10.7	10.7	9.058823529
92	9.8	0.388235294	9.411764706
92	9.3	18.71176471	9.411764706
91	9.2	-0.094117647	9.294117647
88	9.5	9.5	8.941176471
89	9.5	9.5	9.058823529
88	9.5	9.5	8.941176471
75	10.1	17.51176471	7.411764706
66	10	10	6.352941176
65	10.3	16.53529412	6.235294118
62	10.6	4.717647059	5.882352941
57	11.2	16.49411765	5.294117647
54	11.6	6.658823529	4.941176471
54	12	12	4.941176471
55	12	12	5.058823529
53	12.3	17.12352941	4.823529412
54	12.4	17.34117647	4.941176471
54	12.2	17.14117647	4.941176471
56	11.8	16.97647059	5.176470588
57	11.5	6.205882353	5.294117647
56	11.4	6.223529412	5.176470588
56	11.1	11.1	5.176470588
57	10.9	5.605882353	5.294117647
59	10.6	16.12941176	5.529411765
72	9.9	9.9	7.058823529
75	9.3	1.888235294	7.411764706
91	8.1	17.39411765	9.294117647
93	7.2	-2.329411765	9.529411765
93	6.9	16.42941176	9.529411765
91	6.7	6.7	9.294117647
91	6.6	15.89411765	9.294117647
87	7	7	8.823529412
84	7.6	16.07058824	8.470588235
72	9.2	2.141176471	7.058823529
66	10.1	16.45294118	6.352941176
67	10.1	10.1	6.470588235
60	11.5	17.14705882	5.647058824
60	11.7	11.7	5.647058824
48	14	14	4.235294118
47	13.1	13.1	4.117647059
63	11.6	11.6	6
66	10.4	10.4	6.352941176
68	9.4	9.4	6.588235294
69	9.1	9.1	6.705882353
66	9.5	9.5	6.352941176
66	9.4	9.4	6.352941176
69	9	2.294117647	6.705882353
74	8.4	15.69411765	7.294117647
74	8.3	1.005882353	7.294117647
80	7.5	-0.5	8
78	7.5	7.5	7.764705882
83	6.7	6.7	8.352941176
86	6.4	-2.305882353	8.705882353
88	6.1	15.04117647	8.941176471
89	5.5	5.5	9.058823529
86	6.2	14.90588235	8.705882353
79	8.3	16.18235294	7.882352941
69	9.7	2.994117647	6.705882353
57	11.4	11.4	5.294117647
50	13.1	8.629411765	4.470588235
42	14.4	17.92941176	3.529411765
26	15.7	17.34705882	1.647058824
19	16	16.82352941	0.823529412
22	16.6	16.6	1.176470588
20	16.1	15.15882353	0.941176471
26	15.4	17.04705882	1.647058824
25	14.5	16.02941176	1.529411765
26	13.4	15.04705882	1.647058824
29	12.3	10.3	2
30	11.9	11.9	2.117647059
32	11.4	9.047058824	2.352941176
39	10.7	7.523529412	3.176470588
41	9.8	6.388235294	3.411764706
41	9.2	12.61176471	3.411764706
45	8.3	12.18235294	3.882352941
48	8	3.764705882	4.235294118
54	7.7	12.64117647	4.941176471
51	7.6	12.18823529	4.588235294
56	7.3	12.47647059	5.176470588
56	7.4	2.223529412	5.176470588
48	10	10	4.235294118
38	12	15.05882353	3.058823529
31	13.8	11.56470588	2.235294118
23	15.8	14.50588235	1.294117647
20	17.3	17.3	0.941176471
21	18	16.94117647	1.058823529
22	18.2	17.02352941	1.176470588
19	19.1	18.27647059	0.823529412
22	19.2	18.02352941	1.176470588
19	18.6	17.77647059	0.823529412
22	17.1	15.92352941	1.176470588
26	16.2	16.2	1.647058824
30	15.3	13.18235294	2.117647059
31	14.6	16.83529412	2.235294118
35	14.1	16.80588235	2.705882353
34	13.7	16.28823529	2.588235294
34	13.4	10.81176471	2.588235294
36	12.9	10.07647059	2.823529412
33	12.8	10.32941176	2.470588235
41	12.2	15.61176471	3.411764706
42	11.8	11.8	3.529411765
45	11.7	11.7	3.882352941
46	11.6	7.6	4
47	11.7	11.7	4.117647059
42	12.9	9.370588235	3.529411765
36	14.1	16.92352941	2.823529412
34	15.2	15.2	2.588235294
29	17.4	19.4	2
25	17.5	19.02941176	1.529411765
33	17.4	19.87058824	2.470588235
53	14.6	19.42352941	4.823529412
79	12.1	4.217647059	7.882352941
90	11.3	20.47647059	9.176470588
91	11.2	1.905882353	9.294117647
92	11	20.41176471	9.411764706
93	10.7	20.22941176	9.529411765
91	10.2	10.2	9.294117647
94	10.2	0.552941176	9.647058824
92	10.4	0.988235294	9.411764706
94	10.5	0.852941176	9.647058824
94	10.8	20.44705882	9.647058824
91	10.8	20.09411765	9.294117647
90	10.6	19.77647059	9.176470588
86	10.4	19.10588235	8.705882353
87	9.8	9.8	8.823529412
85	9.4	17.98823529	8.588235294
81	9.5	1.382352941	8.117647059
85	9.1	17.68823529	8.588235294
88	8.5	17.44117647	8.941176471
81	9.1	9.1	8.117647059
62	9.5	15.38235294	5.882352941
50	8.9	13.37058824	4.470588235
56	8.1	2.923529412	5.176470588
62	7.4	1.517647059	5.882352941
72	6.6	6.6	7.058823529
79	6	6	7.882352941
87	5.4	-3.423529412	8.823529412
86	5.3	14.00588235	8.705882353
80	5.7	-2.3	8
70	6	-0.823529412	6.823529412
61	6	6	5.764705882
52	6.1	10.80588235	4.705882353
55	5.6	10.65882353	5.058823529
56	5.3	0.123529412	5.176470588
57	5.1	10.39411765	5.294117647
58	5.1	-0.311764706	5.411764706
63	5	-1	6
64	4.7	10.81764706	6.117647059
65	4.8	-1.435294118	6.235294118
69	5	11.70588235	6.705882353
72	5.4	12.45882353	7.058823529
72	5.7	5.7	7.058823529
72	6.1	-0.958823529	7.058823529
62	7.2	1.317647059	5.882352941
54	7.7	7.7	4.941176471
51	7.6	3.011764706	4.588235294
82	5.2	-3.035294118	8.235294118
87	4.1	-4.723529412	8.823529412
90	4.2	4.2	9.176470588
90	4.3	-4.876470588	9.176470588
89	4.5	4.5	9.058823529
90	5.1	5.1	9.176470588
74	5.8	5.8	7.294117647
84	4.5	4.5	8.470588235
87	3.8	3.8	8.823529412
91	3.8	13.09411765	9.294117647
89	3.7	12.75882353	9.058823529
87	3.4	3.4	8.823529412
85	3.4	11.98823529	8.588235294
84	3.9	-4.570588235	8.470588235
85	4.6	13.18823529	8.588235294
82	5.1	-3.135294118	8.235294118
79	4.8	12.68235294	7.882352941
78	5.4	5.4	7.764705882
79	5.2	5.2	7.882352941
78	5.7	13.46470588	7.764705882
74	6.6	6.6	7.294117647
67	8.2	14.67058824	6.470588235
64	9.4	9.4	6.117647059
53	10.7	15.52352941	4.823529412
43	10.5	10.5	3.647058824
51	10.9	6.311764706	4.588235294
48	11.9	11.9	4.235294118
45	12.1	15.98235294	3.882352941
44	11.1	11.1	3.764705882
44	11.2	7.435294118	3.764705882
47	10.6	14.71764706	4.117647059
50	9.7	5.229411765	4.470588235
56	8.8	13.97647059	5.176470588
63	8.3	2.3	6
75	7.8	7.8	7.411764706
73	7.9	0.723529412	7.176470588
70	8.2	8.2	6.823529412
63	8	2	6
61	7.7	1.935294118	5.764705882
75	7.4	7.4	7.411764706
80	7.1	15.1	8
81	7.1	7.1	8.117647059
81	7	7	8.117647059
78	7.2	-0.564705882	7.764705882
70	8.4	8.4	6.823529412
64	9.6	3.482352941	6.117647059
57	10.7	10.7	5.294117647
55	10.8	10.8	5.058823529
46	11.5	15.5	4
43	12.2	8.552941176	3.647058824
49	12.5	12.5	4.352941176
51	12	7.411764706	4.588235294
46	12.8	8.8	4
50	12.1	16.57058824	4.470588235
48	11.9	7.664705882	4.235294118
59	10.6	16.12941176	5.529411765
63	9.5	3.5	6
64	9.3	15.41764706	6.117647059
77	8.1	8.1	7.647058824
76	7.8	15.32941176	7.529411765
77	7.7	0.052941176	7.647058824
80	7.2	15.2	8
82	6.9	-1.335294118	8.235294118
79	6.8	14.68235294	7.882352941
84	6.3	-2.170588235	8.470588235
84	6.2	-2.270588235	8.470588235
85	6	6	8.588235294
76	6.7	14.22941176	7.529411765
67	8.2	14.67058824	6.470588235
59	10	10	5.529411765
46	12.2	8.2	4
41	13.2	16.61176471	3.411764706
36	15.1	15.1	2.823529412
34	16.2	13.61176471	2.588235294
34	16.1	18.68823529	2.588235294
32	17	17	2.352941176
28	17	17	1.882352941
28	16.8	18.68235294	1.882352941
31	15.7	17.93529412	2.235294118
31	15.4	17.63529412	2.235294118
36	14.8	11.97647059	2.823529412
38	14.5	14.5	3.058823529
37	14	16.94117647	2.941176471
35	13.7	10.99411765	2.705882353
36	13.2	13.2	2.823529412
35	13	15.70588235	2.705882353
35	12.5	12.5	2.705882353
38	12.3	15.35882353	3.058823529
48	11.2	6.964705882	4.235294118
49	10.4	10.4	4.352941176
53	9.9	9.9	4.823529412
49	10.8	10.8	4.352941176
41	13.4	9.988235294	3.411764706
33	15.7	13.22941176	2.470588235
26	17.6	15.95294118	1.647058824
31	18.9	21.13529412	2.235294118
34	20	17.41176471	2.588235294
34	21.1	23.68823529	2.588235294
35	22.2	24.90588235	2.705882353
37	22.3	25.24117647	2.941176471
34	23.2	23.2	2.588235294
37	22.6	19.65882353	2.941176471
44	21.5	25.26470588	3.764705882
48	20.3	24.53529412	4.235294118
56	19.1	24.27647059	5.176470588
51	18.6	23.18823529	4.588235294
48	18.3	22.53529412	4.235294118
56	16.8	21.97647059	5.176470588
57	16.9	22.19411765	5.294117647
48	16.7	16.7	4.235294118
56	16.9	22.07647059	5.176470588
71	17.3	17.3	6.941176471
76	17.6	10.07058824	7.529411765
80	17.9	25.9	8
81	17.9	17.9	8.117647059
81	17.9	26.01764706	8.117647059
82	17.9	26.13529412	8.235294118
81	18	9.882352941	8.117647059
82	17.6	17.6	8.235294118
81	17.8	9.682352941	8.117647059
80	18.1	10.1	8
80	18.2	10.2	8
78	18.5	10.73529412	7.764705882
75	19.3	11.88823529	7.411764706
75	19.4	11.98823529	7.411764706
79	19	26.88235294	7.882352941
84	18.3	9.829411765	8.470588235
83	18.1	26.45294118	8.352941176
83	18.1	26.45294118	8.352941176
82	18	9.764705882	8.235294118
81	17.9	26.01764706	8.117647059
81	18.1	26.21764706	8.117647059
82	18.3	26.53529412	8.235294118
81	18.4	18.4	8.117647059
80	18.4	18.4	8
78	18.5	26.26470588	7.764705882
80	18.2	10.2	8
79	18.2	18.2	7.882352941
80	18.2	18.2	8
80	18.4	18.4	8
78	18.9	26.66470588	7.764705882
79	19.2	19.2	7.882352941
78	19.4	27.16470588	7.764705882
78	19.6	27.36470588	7.764705882
74	20.3	13.00588235	7.294117647
72	20.9	13.84117647	7.058823529
66	22.4	28.75294118	6.352941176
59	23.5	23.5	5.529411765
49	25	29.35294118	4.352941176
53	24.5	29.32352941	4.823529412
59	23.2	28.72941176	5.529411765
60	22.2	16.55294118	5.647058824
62	21.2	21.2	5.882352941
62	20.5	20.5	5.882352941
66	19.8	13.44705882	6.352941176
70	19	19	6.823529412
71	18.5	25.44117647	6.941176471
72	18	18	7.058823529
77	17.2	24.84705882	7.647058824
79	16.6	24.48235294	7.882352941
80	16.1	16.1	8
83	15.6	7.247058824	8.352941176
83	15.4	7.047058824	8.352941176
80	15.9	15.9	8
67	17.8	24.27058824	6.470588235
59	19.6	25.12941176	5.529411765
48	21.8	21.8	4.235294118
41	22.7	22.7	3.411764706
37	23.7	26.64117647	2.941176471
29	25	25	2
30	24.4	22.28235294	2.117647059
36	24	26.82352941	2.823529412
30	24.6	26.71764706	2.117647059
43	23.7	27.34705882	3.647058824
47	22.9	18.78235294	4.117647059
48	22.7	18.46470588	4.235294118
48	22.5	22.5	4.235294118
48	22.6	22.6	4.235294118
46	22.8	18.8	4
59	21.5	15.97058824	5.529411765
71	19.7	26.64117647	6.941176471
76	19.3	11.77058824	7.529411765
90	17.7	26.87647059	9.176470588
91	18.1	8.805882353	9.294117647
91	18.1	18.1	9.294117647
92	17.2	17.2	9.411764706
93	16.3	6.770588235	9.529411765
93	15.2	5.670588235	9.529411765
95	14.2	14.2	9.764705882
96	13.4	13.4	9.882352941
96	13.6	13.6	9.882352941
90	14.1	23.27647059	9.176470588
77	14.9	7.252941176	7.647058824
78	13.9	21.66470588	7.764705882
84	12.4	20.87058824	8.470588235
82	12.2	12.2	8.235294118
82	11.5	11.5	8.235294118
81	11	19.11764706	8.117647059
79	10.8	10.8	7.882352941
78	10.8	3.035294118	7.764705882
79	10.7	10.7	7.882352941
80	10.6	2.6	8
77	10.8	18.44705882	7.647058824
76	10.6	18.12941176	7.529411765
69	10.7	10.7	6.705882353
70	10.3	3.476470588	6.823529412
70	10.1	10.1	6.823529412
71	9.8	2.858823529	6.941176471
70	9.8	16.62352941	6.823529412
71	9.9	9.9	6.941176471
75	9.6	2.188235294	7.411764706
73	10.2	10.2	7.176470588
66	11.7	18.05294118	6.352941176
60	13.4	7.752941176	5.647058824
43	15.5	11.85294118	3.647058824
38	16.8	19.85882353	3.058823529
36	17.8	14.97647059	2.823529412
31	18.2	20.43529412	2.235294118
28	19.6	19.6	1.882352941
24	20.4	21.81176471	1.411764706
26	20.1	20.1	1.647058824
29	19.6	17.6	2
36	18.6	15.77647059	2.823529412
42	16.6	16.6	3.529411765
50	15.4	15.4	4.470588235
57	14.6	14.6	5.294117647
61	13.4	13.4	5.764705882
62	12.9	12.9	5.882352941
63	12.8	6.8	6
59	12.8	18.32941176	5.529411765
57	12.7	17.99411765	5.294117647
55	12.5	17.55882353	5.058823529
51	13.1	17.68823529	4.588235294
56	12.7	7.523529412	5.176470588
61	12.2	6.435294118	5.764705882
63	12.5	12.5	6
64	13.1	6.982352941	6.117647059
60	14.3	14.3	5.647058824
58	15.5	15.5	5.411764706
54	17	12.05882353	4.941176471
44	19.2	19.2	3.764705882
41	19.9	23.31176471	3.411764706
35	21	18.29411765	2.705882353
34	22	24.58823529	2.588235294
28	22.8	24.68235294	1.882352941
28	22.3	22.3	1.882352941
36	21.4	21.4	2.823529412
42	19.7	23.22941176	3.529411765
49	18.4	22.75294118	4.352941176
56	17.3	17.3	5.176470588
57	15.9	21.19411765	5.294117647
55	15.4	15.4	5.058823529
53	14.9	19.72352941	4.823529412
55	14.5	19.55882353	5.058823529
58	14.7	9.288235294	5.411764706
63	14.5	14.5	6
65	14.1	20.33529412	6.235294118
68	13.8	7.211764706	6.588235294
68	13.4	13.4	6.588235294
63	13.9	7.9	6
56	15.3	10.12352941	5.176470588
57	17.1	11.80588235	5.294117647
47	19	19	4.117647059
41	20.8	17.38823529	3.411764706
36	22.8	25.62352941	2.823529412
32	23.2	20.84705882	2.352941176
31	24.1	24.1	2.235294118
31	25.1	22.86470588	2.235294118
30	24.7	22.58235294	2.117647059
31	24.2	26.43529412	2.235294118
30	23.8	25.91764706	2.117647059
38	21.4	18.34117647	3.058823529
36	20.1	20.1	2.823529412
37	19	21.94117647	2.941176471
35	18.9	18.9	2.705882353
37	18.8	15.85882353	2.941176471
44	16.1	12.33529412	3.764705882
51	15.1	10.51176471	4.588235294
52	14.9	10.19411765	4.705882353
55	14.8	19.85882353	5.058823529
65	14.1	7.864705882	6.235294118
69	13.8	13.8	6.705882353
69	13.8	7.094117647	6.705882353
69	13.7	6.994117647	6.705882353
63	14.8	14.8	6
58	15.5	20.91176471	5.411764706
52	16.2	16.2	4.705882353
47	17	17	4.117647059
39	18.2	18.2	3.176470588
